"","name","convergence","gene","metal","alpha","ox2RN","ox3RN","axlig1","axlig2","eqlig","ox_2_LS_converged","ox_3_LS_converged","ox_2_HS_converged","ox_3_HS_converged","ox_2_LS_energy","ox_3_LS_energy","ox_2_HS_energy","ox_3_HS_energy","ox_2_LS_init_energy","ox_3_LS_init_energy","ox_2_HS_init_energy","ox_3_HS_init_energy","ox_2_LS_flag_oct","ox_3_LS_flag_oct","ox_2_HS_flag_oct","ox_3_HS_flag_oct","ox_2_LS_num_coord_metal","ox_3_LS_num_coord_metal","ox_2_HS_num_coord_metal","ox_3_HS_num_coord_metal","ox_2_LS_HOMO","ox_3_LS_HOMO","ox_2_HS_HOMO","ox_3_HS_HOMO","ox_2_LS_LUMO","ox_3_LS_LUMO","ox_2_HS_LUMO","ox_3_HS_LUMO","ox_2_LS_rmsd_max","ox_3_LS_rmsd_max","ox_2_HS_rmsd_max","ox_3_HS_rmsd_max","ox_2_LS_atom_dist_max","ox_3_LS_atom_dist_max","ox_2_HS_atom_dist_max","ox_3_HS_atom_dist_max","ox_2_LS_oct_angle_devi_max","ox_3_LS_oct_angle_devi_max","ox_2_HS_oct_angle_devi_max","ox_3_HS_oct_angle_devi_max","ox_2_LS_dist_del_eq","ox_3_LS_dist_del_eq","ox_2_HS_dist_del_eq","ox_3_HS_dist_del_eq","ox_2_LS_dist_del_all","ox_3_LS_dist_del_all","ox_2_HS_dist_del_all","ox_3_HS_dist_del_all","ox_2_LS_max_del_sig_angle","ox_3_LS_max_del_sig_angle","ox_2_HS_max_del_sig_angle","ox_3_HS_max_del_sig_angle","ox_2_LS_coord","ox_3_LS_coord","ox_2_HS_coord","ox_3_HS_coord","ox_2_LS_rmsd","ox_3_LS_rmsd","ox_2_HS_rmsd","ox_3_HS_rmsd","ox_2_LS_maxd","ox_3_LS_maxd","ox_2_HS_maxd","ox_3_HS_maxd","ox_2_LS_status","ox_3_LS_status","ox_2_HS_status","ox_3_HS_status","ox_2_LS_time","ox_3_LS_time","ox_2_HS_time","ox_3_HS_time","ox_2_LS_spin","ox_3_LS_spin","ox_2_HS_spin","ox_3_HS_spin","ox_2_LS_ss_act","ox_3_LS_ss_act","ox_2_HS_ss_act","ox_3_HS_ss_act","ox_2_LS_ss_target","ox_3_LS_ss_target","ox_2_HS_ss_target","ox_3_HS_ss_target","ox_2_LS_ax1_MLB","ox_3_LS_ax1_MLB","ox_2_HS_ax1_MLB","ox_3_HS_ax1_MLB","ox_2_LS_ax2_MLB","ox_3_LS_ax2_MLB","ox_2_HS_ax2_MLB","ox_3_HS_ax2_MLB","ox_2_LS_eq_MLB","ox_3_LS_eq_MLB","ox_2_HS_eq_MLB","ox_3_HS_eq_MLB","ox_2_LS_init_ax1_MLB","ox_3_LS_init_ax1_MLB","ox_2_HS_init_ax1_MLB","ox_3_HS_init_ax1_MLB","ox_2_LS_init_ax2_MLB","ox_3_LS_init_ax2_MLB","ox_2_HS_init_ax2_MLB","ox_3_HS_init_ax2_MLB","ox_2_LS_init_eq_MLB","ox_3_LS_init_eq_MLB","ox_2_HS_init_eq_MLB","ox_3_HS_init_eq_MLB","ox_2_LS_thermo_cont","ox_3_LS_thermo_cont","ox_2_HS_thermo_cont","ox_3_HS_thermo_cont","ox_2_LS_imag","ox_3_LS_imag","ox_2_HS_imag","ox_3_HS_imag","ox_2_LS_solvent_cont","ox_3_LS_solvent_cont","ox_2_HS_solvent_cont","ox_3_HS_solvent_cont","ox_2_LS_geopath","ox_3_LS_geopath","ox_2_HS_geopath","ox_3_HS_geopath","ox_2_LS_terachem_version","ox_3_LS_terachem_version","ox_2_HS_terachem_version","ox_3_HS_terachem_version","ox_2_LS_terachem_detailed_version","ox_3_LS_terachem_detailed_version","ox_2_HS_terachem_detailed_version","ox_3_HS_terachem_detailed_version","ox_2_LS_basis","ox_3_LS_basis","ox_2_HS_basis","ox_3_HS_basis","ox_2_LS_charge","ox_3_LS_charge","ox_2_HS_charge","ox_3_HS_charge","ox_2_LS_alpha_level_shift","ox_3_LS_alpha_level_shift","ox_2_HS_alpha_level_shift","ox_3_HS_alpha_level_shift","ox_2_LS_beta_level_shift","ox_3_LS_beta_level_shift","ox_2_HS_beta_level_shift","ox_3_HS_beta_level_shift","ox_2_LS_functional","ox_3_LS_functional","ox_2_HS_functional","ox_3_HS_functional","ox_2_LS_mop_energy","ox_3_LS_mop_energy","ox_2_HS_mop_energy","ox_3_HS_mop_energy","ox_2_LS_mop_coord","ox_3_LS_mop_coord","ox_2_HS_mop_coord","ox_3_HS_mop_coord","ox_2_LS_attempted","ox_3_LS_attempted","ox_2_HS_attempted","ox_3_HS_attempted","attempted","eqn","goodConvergence"
"co_eq_smi136_ax1_smi136_ax2_smi136_ahf_20","co_eq_smi136_ax1_smi136_ax2_smi136_ahf_20",4,"co_smi136_smi136_smi136",3,20,430,431,"smi136","smi136","smi136","True","True","True","True","-719.8590743815","-719.3598122983","-719.8729811754","-719.3038237823","-719.8590718900","-719.3177449483","-719.8456834002","-719.2770314733","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.0134277900027","0.0207768913754","0.0178172056686","0.0216834957346","0.0134277900027","0.0207768913754","0.0178172056686","0.0216834957346","4.67893726758","3.33761094911","0.634380268932","4.63020461791","0.0266842127959","0.00779690698907","0.00500206815151","0.0185045263891","0.411780456125","0.023041341033","0.0173808679042","0.0329709746566","8.28603681617","6.17094761285","0.831727131473","8.17894308804","6","6","6","6","0.799861989435","0.411929032508","0.448537213289","0.621195518423","4.49076003986","4.08724798786","4.30215259342","4.26906615939","0","0","0","0","2161.73","5477.77","4908.21","17675.11","2","1","4","5","0.835828","0.0","3.753746","6.007757","0.75","0.0","3.75","6.0","2.07115384332","2.0410180879","2.28083504527","2.23895292023","2.0707917086","2.05966829888","2.28090378004","2.24363915804","2.27352530015","2.05215122777","2.26604137123","2.23086664627","1.926864","1.966571","2.225636","2.22688","1.926864","1.966571","2.225636","2.22688","1.926864","1.966571","2.225636","2.22688","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_430_3_2_136_136_136_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_431_3_3_136_136_136_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_430_3_2_136_136_136_20_4.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_431_3_3_136_136_136_20_5.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,136,4
"mn_eq_smi14_ax1_smi14_ax2_smi14_ahf_20","mn_eq_smi14_ax1_smi14_ax2_smi14_ahf_20",4,"mn_smi14_smi14_smi14",1,20,26,27,"smi14","smi14","smi14","True","True","True","True","-561.9635580172","-561.3589819802","-562.0433239612","-561.3957053355","-561.9306505706","-561.3187511901","-562.0152558451","-561.3225446694","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.0","0.0","0.0","0.0","0","0","0","0","6.52185259543","1.15752950057","4.31875397521","0.743462083433","0.0142205367914","0.00331711446049","0.000243389740317","0.00127042204409","0.029180521707","0.0297693861163","0.000542085810515","0.179620975637","9.91406397136","1.94012609255","5.39128728271","1.03378630376","6","6","6","6","0.588787423379","0.600543779561","0.629905105598","0.681014903085","2.78749659648","2.68515855713","2.93107414472","2.85268388832","0","0","0","0","9350.93","49358.70","1837.37","4705.91","2","1","6","5","1.507662","1.263895","8.75127","6.021925","0.75","0.0","8.75","6.0","2.07816442495","1.95711859374","2.20379720716","1.96054665592","2.08122748191","1.95722701895","2.20372135925","1.96001844597","2.09829360612","1.9688033134","2.20396740642","2.04911013292","2.003678","1.906992","2.167128","1.889179","2.003678","1.906992","2.167128","1.889179","2.003678","1.906992","2.167128","1.889179","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_26_1_2_14_14_14_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_27_1_3_14_14_14_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_26_1_2_14_14_14_20_6.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_27_1_3_14_14_14_20_5.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,14,4
"fe_eq_smi237_ax1_smi237_ax2_smi237_ahf_20","fe_eq_smi237_ax1_smi237_ax2_smi237_ahf_20",4,"fe_smi237_smi237_smi237",2,20,676,677,"smi237","smi237","smi237","True","True","True","True","-2970.4169611685","-2969.8622737072","-2970.4580643199","-2969.8925416107","-2970.4166372615","-2969.8622730481","-2970.3689606026","-2969.7950250514","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.00811646040891","0.0169751049502","0.0123389937932","0.0133320640613","0.00811646040891","0.0169751049502","0.0123389937932","0.0133320640613","4.73754559188","5.30763829143","3.02444438214","5.1602886485","0.0266336024074","0.0461334461352","0.0148716859154","0.0339973667185","0.0926480193618","0.170934805081","0.0221516053822","0.0990180730184","7.61957390526","7.86282709316","4.29107883709","9.03016161313","6","6","6","6","0.800110654501","0.78977617232","0.968524801469","1.08971707584","4.12229513232","4.10106572576","4.17979645893","4.39505101807","0","0","0","0","19559.54","901.52","13237.25","10074.19","1","2","5","6","0.897438","0.940421","6.005389","8.757193","0.0","0.75","6.0","8.75","2.05906905237","2.01999578173","2.13708703934","2.21483539249","2.04399826605","2.06612922786","2.14353121433","2.21882581069","2.07050719378","2.09640536957","2.15470237355","2.16544594537","1.933486","1.854889","2.075665","1.988431","1.933486","1.854889","2.075665","1.988431","1.933486","1.854889","2.075665","1.988431","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_676_2_2_237_237_237_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_677_2_3_237_237_237_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_676_2_2_237_237_237_20_5.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_677_2_3_237_237_237_20_6.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,237,4
"fe_eq_smi245_ax1_smi245_ax2_smi245_ahf_20","fe_eq_smi245_ax1_smi245_ax2_smi245_ahf_20",4,"fe_smi245_smi245_smi245",2,20,708,709,"smi245","smi245","smi245","True","True","True","True","-2625.7909760475","-2625.3423130281","-2625.8962189039","-2625.3754445410","-2625.7900086615","-2625.3361505287","-2625.8600008713","-2625.3362567255","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.02895218974","0.0214243844197","0.0294852245103","0.0200974456286","0.02895218974","0.0214243844197","0.0294852245103","0.0200974456286","2.18966471502","4.17314048868","2.10875735","1.94827617008","0.0259498518813","0.00706133482246","0.015192626562","0.0119934008293","0.0611896405158","0.0255302107885","0.0586798762121","0.0306098465406","3.43126473458","6.71190793393","3.12683468571","3.66068246425","6","6","6","6","0.965210138297","1.15292132276","0.877101490329","0.908618984363","4.53910036929","3.9183177607","4.4303191123","4.34077408481","0","0","0","0","10652.69","13201.27","9530.36","14181.72","1","2","5","6","3.923184","0.855445","6.046388","8.763849","0.0","0.75","6.0","8.75","2.06791275585","1.95474842242","2.07417957355","2.02692069861","2.11349155037","1.95001431215","2.08937220011","2.04526202425","2.11199124646","1.95208257661","2.10320174097","2.04281869769","1.945892","1.874434","2.088102","1.980315","1.945892","1.874434","2.088102","1.980315","1.945892","1.874434","2.088102","1.980315","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_708_2_2_245_245_245_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_709_2_3_245_245_245_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_708_2_2_245_245_245_20_5.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_709_2_3_245_245_245_20_6.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,245,4
"co_eq_smi238_ax1_smi238_ax2_smi238_ahf_20","co_eq_smi238_ax1_smi238_ax2_smi238_ahf_20",4,"co_smi238_smi238_smi238",3,20,686,687,"smi238","smi238","smi238","True","True","True","True","-831.6579621069","-831.0970556562","-831.6788043749","-831.0742402499","-831.6577071997","-831.0177121744","-831.6443442734","-831.0434789524","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.00369887463644","0.00281365700885","0.00393228880211","0.00650672118926","0.00369887463644","0.00281365700885","0.00393228880211","0.00650672118926","3.71114775985","1.723216624","1.92703690825","1.46481213963","0.00598989387298","0.200335011916","0.000371714373381","0.0128004485529","0.294058884236","0.351172470417","0.0255668808639","0.0247193661362","6.72791571684","3.09746385174","2.86336702212","2.72861031048","6","6","6","6","1.38248626618","0.53867147725","1.56762366279","1.37611437291","4.29854760914","4.25840036902","4.1059749852","4.08823448566","0","0","0","0","5116.36","17673.41","8428.46","10161.54","2","1","4","5","1.037563","0.0","3.754842","6.011022","0.75","0.0","3.75","6.0","2.28437249521","2.29981766676","2.13184434761","2.05100704818","2.19366856636","2.30567691334","2.13170458674","2.07318486599","1.99306069803","2.06901671296","2.10649406761","2.06228335002","1.872236","1.842709","2.078044","1.978358","1.872236","1.842709","2.078044","1.978358","1.872236","1.842709","2.078044","1.978358","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_686_3_2_238_238_238_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_687_3_3_238_238_238_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_686_3_2_238_238_238_20_4.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_687_3_3_238_238_238_20_5.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,238,4
"co_eq_smi161_ax1_smi161_ax2_smi161_ahf_20","co_eq_smi161_ax1_smi161_ax2_smi161_ahf_20",4,"co_smi161_smi161_smi161",3,20,510,511,"smi161","smi161","smi161","True","True","True","True","-705.1939890068","-704.6230326499","-705.2130528067","-704.5750856341","-705.1831794959","-704.6174814326","-705.1852515437","-704.5409478478","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.00451749851676","0.0046334991532","0.00287808406331","0.00177548396441","0.00451749851676","0.0046334991532","0.00287808406331","0.00177548396441","0.24262087869","0.000247145344932","1.24663828759","0.41903361108","0.00478088001998","8.27564803352e-07","0.000219443616138","0.000216002826416","0.175174337872","2.77005011706e-06","0.000707441725395","0.0193689826636","0.600758350344","0.00050060468476","1.58335151733","1.02764226241","6","6","6","6","0.103723097931","0.025782890622","0.223091304265","0.18526057198","4.35769157626","4.15528085754","4.3906831976","4.32074881233","0","0","0","0","2692.01","887.20","525.63","838.51","2","1","4","5","1.01633","0.0","3.755236","6.007664","0.75","0.0","3.75","6.0","1.95377221516","1.91969762474","2.16122689356","2.06239960093","1.95378211782","1.91969728532","2.16144633718","2.06261560376","2.1265558921","1.91969725786","2.16131760939","2.07213201075","2.00404","1.946794","2.386096","2.264797","2.00404","1.946794","2.386096","2.264797","2.00404","1.946794","2.386096","2.264797","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_510_3_2_161_161_161_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_511_3_3_161_161_161_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_510_3_2_161_161_161_20_4.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_511_3_3_161_161_161_20_5.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,161,4
"co_eq_smi14_ax1_smi14_ax2_smi14_ahf_20","co_eq_smi14_ax1_smi14_ax2_smi14_ahf_20",4,"co_smi14_smi14_smi14",3,20,30,31,"smi14","smi14","smi14","True","True","True","True","-603.1196133533","-602.4796784361","-603.1515437098","-602.4764865348","-603.0609680901","-602.4268520633","-603.1227602183","-602.4361534408","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.0","0.0","0.0","0.0","0","0","0","0","5.52511918209","3.66577726841","5.18796603472","0.384107008867","0.067764989011","0.00353505197523","0.00577878618233","0.000985651507809","0.149073566029","0.0155563565292","0.0269558497878","0.00645331482144","7.57503967916","4.89813836676","6.72154880305","0.704938148048","6","6","6","6","0.744480531823","0.701116800682","0.710051732022","0.776125560424","2.88427543185","2.64589825652","2.83345944655","2.73685396356","0","0","0","0","13614.48","9958.11","3369.27","2545.96","2","1","4","5","1.324922","1e-06","3.752583","6.007012","0.75","0.0","3.75","6.0","2.16031329038","1.93163569117","2.1242834681","2.0319266991","2.15898742201","1.93121414936","2.12475665723","2.03155207372","2.03957562106","1.92915383898","2.11651289293","2.02845134785","1.926663","1.852092","2.059915","1.96835","1.926663","1.852092","2.059915","1.96835","1.926663","1.852092","2.059915","1.96835","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_30_3_2_14_14_14_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_31_3_3_14_14_14_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_30_3_2_14_14_14_20_4.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_31_3_3_14_14_14_20_5.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,14,4
"cr_eq_smi163_ax1_smi163_ax2_smi163_ahf_20","cr_eq_smi163_ax1_smi163_ax2_smi163_ahf_20",4,"cr_smi163_smi163_smi163",0,20,512,513,"smi163","smi163","smi163","True","True","True","True","-742.7929300464","-742.0790950680","-742.8226768326","-742.1201120954","-742.7928756840","-742.0751103303","-742.8128657494","-742.1027595051","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.00751562532817","0.00557659933357","0.00778442902013","0.00585877540816","0.00751562532817","0.00557659933358","0.00778442902013","0.00585877540816","0.606177106333","3.46351395528","0.0205655175061","0.430792258074","0.0321483879062","0.00295278379515","0.000571126020018","0.000112014234814","0.0934304365714","0.00955093384872","0.221433979643","0.000189347368365","1.43712251587","6.33227985142","0.0463423351925","0.539720393744","6","6","6","6","0.0968221025042","0.483914164969","0.109666992977","0.582706740286","3.32184260129","3.1954910312","3.46715241368","3.19981787435","0","0","0","0","6945.38","10919.83","958.17","1916.58","1","2","5","4","1.465627","1.757062","6.006597","3.777344","0.0","0.75","6.0","3.75","2.12308314787","2.0796551879","2.14107689777","2.09121464294","2.12323810333","2.08054720351","2.1411161547","2.0912780649","2.18566883826","2.08502366435","2.36222859204","2.09126342116","2.067682","2.193387","2.235155","2.178269","2.067682","2.193387","2.235155","2.178269","2.067682","2.193387","2.235155","2.178269","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_512_0_2_163_163_163_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_513_0_3_163_163_163_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_512_0_2_163_163_163_20_5.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_513_0_3_163_163_163_20_4.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,163,4
"mn_eq_smi245_ax1_smi245_ax2_smi245_ahf_20","mn_eq_smi245_ax1_smi245_ax2_smi245_ahf_20",4,"mn_smi245_smi245_smi245",1,20,706,707,"smi245","smi245","smi245","True","True","True","True","-2606.3649342856","-2605.8017850373","-2606.4205523809","-2605.8781476766","-2606.3629664615","-2605.8017734961","-2606.3803354375","-2605.8777546115","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.01533047892","0.0229748808032","0.0284204144374","0.021026801802","0.01533047892","0.0229748808032","0.0284204144374","0.021026801802","3.95226186637","1.84397324332","2.35179722875","3.48395433522","0.0375238639986","0.0311293919805","0.0130638118174","0.0426480312247","0.144531287638","0.0932114586813","0.0254813825076","0.139456844783","7.17229550176","3.3939688358","4.29878070503","7.57532958193","6","6","6","6","0.892269873364","0.997393969273","0.883002972803","0.946169239699","4.50529976564","4.20019379573","4.50254167772","4.21358646509","0","0","0","0","6207.82","4535.93","19097.31","8364.18","2","1","6","5","0.892164","1.884506","8.752261","6.22513","0.75","0.0","8.75","6.0","2.19387689599","1.9201721295","2.20576707884","2.11344954953","2.20450570383","1.91561144604","2.18028569634","2.14074415525","2.14275845233","1.96496603532","2.19307377294","2.0211277213","2.026931","1.922622","2.204816","1.876262","2.026931","1.922622","2.204816","1.876262","2.026931","1.922622","2.204816","1.876262","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_706_1_2_245_245_245_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_707_1_3_245_245_245_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_706_1_2_245_245_245_20_6.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_707_1_3_245_245_245_20_5.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,245,4
"fe_eq_smi14_ax1_smi14_ax2_smi14_ahf_20","fe_eq_smi14_ax1_smi14_ax2_smi14_ahf_20",4,"fe_smi14_smi14_smi14",2,20,28,29,"smi14","smi14","smi14","True","True","True","True","-581.4850207234","-580.8599261979","-581.5236305971","-580.9010747804","-581.4347625182","-580.8111132045","-581.4912641041","-580.8622327705","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.0","0.0","0.0","0.0","0","0","0","0","4.44944185014","2.86494656198","4.24457260164","0.440236955941","0.000219792861437","0.00287482105887","0.0251309133447","0.000171949938399","0.000497011198094","0.0212071122478","0.0589287145393","0.000433322411351","5.57478292172","3.80062702576","6.55878584294","0.552746768688","6","6","6","6","0.672054953144","0.698938810279","0.674107327608","0.568857518753","2.76619120135","2.64438906325","2.88129260177","2.74990650311","0","0","0","0","8317.29","8821.80","2601.80","779.81","1","2","5","6","0.918945","0.853458","6.003378","8.755883","0.0","0.75","6.0","8.75","2.05755645176","1.95160825101","2.11740159832","2.04106861593","2.05736550063","1.95130162218","2.11932052565","2.04118123294","2.05753531247","1.93971300246","2.16354684066","2.04113190452","1.933486","1.854889","2.075665","1.988431","1.933486","1.854889","2.075665","1.988431","1.933486","1.854889","2.075665","1.988431","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_28_2_2_14_14_14_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_29_2_3_14_14_14_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_28_2_2_14_14_14_20_5.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_29_2_3_14_14_14_20_6.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,14,4
"co_eq_smi166_ax1_smi166_ax2_smi166_ahf_20","co_eq_smi166_ax1_smi166_ax2_smi166_ahf_20",4,"co_smi166_smi166_smi166",3,20,526,527,"smi166","smi166","smi166","True","True","True","True","-2521.0848255965","-2520.5764129202","-2521.0926269858","-2520.5190620906","-2521.0692419321","-2520.5620754971","-2521.0552630195","-2520.4896517151","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.00501988769803","0.00501662087504","0.00406324454462","0.00298130689195","0.00501988769803","0.00501662087504","0.00406324454462","0.00298130689195","0.258343590469","0.168832956303","0.806470621414","0.722267607952","0.000275635821226","7.85763831816e-05","0.000175926194743","0.000579694574852","0.35387170485","0.000180336202156","0.000766279286572","0.0197608793998","0.32408651581","0.214131384997","1.38793912669","1.39050609615","6","6","6","6","0.59842736333","0.58711809071","0.649586633339","0.671589732098","3.77852822495","3.41456426533","3.64856616032","3.59450470946","0","0","0","0","8333.67","4733.95","3642.20","5105.07","2","1","4","5","0.760012","0.0","3.761036","6.01159","0.75","0.0","3.75","6.0","1.93677400725","1.92970054645","2.16268976956","2.08692386943","1.93671357051","1.92988088265","2.16209941647","2.08682977707","2.11373129634","1.92979734443","2.16266621289","2.09690858618","2.051823","2.015115","2.395768","2.258502","2.051823","2.015115","2.395768","2.258502","2.051823","2.015115","2.395768","2.258502","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_526_3_2_166_166_166_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_527_3_3_166_166_166_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_526_3_2_166_166_166_20_4.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_527_3_3_166_166_166_20_5.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,166,4
